pasta,wav,ingles
voice/numbers/21point5,21point5-c.wav,21-point 5
voice/numbers/8point2,8point2-a.wav,8-point 2
voice/numbers/8point2,8point2-b.wav,8-point 2
voice/numbers/8point2,8point2-c.wav,8-point 2
voice/numbers/37point1,37point1-a.wav,37-point 1
voice/numbers/37point1,37point1-b.wav,37-point 1
voice/numbers/37point1,37point1-c.wav,37-point 1
voice/numbers/38point1,38point1-a.wav,38-point 1
voice/numbers/38point1,38point1-b.wav,38-point 1
voice/numbers/38point1,38point1-c.wav,38-point 1
voice/numbers/74,1-a.wav,74
voice/numbers/74,1-b.wav,74
voice/numbers/74,1-c.wav,74
voice/numbers/92,1-a.wav,92
voice/numbers/92,1-b.wav,92
voice/numbers/92,1-c.wav,92
voice/numbers/39point7,39point7-a.wav,39-point 7
voice/numbers/39point7,39point7-b.wav,39-point 7
voice/numbers/39point7,39point7-c.wav,39-point 7
voice/numbers/21,1-a.wav,21
voice/numbers/21,1-b.wav,21
voice/numbers/21,1-c.wav,21
voice/numbers/23point0,23point0-a.wav,23-point 0
voice/numbers/23point0,23point0-b.wav,23-point 0
voice/numbers/23point0,23point0-c.wav,23-point 0
voice/numbers/21point0,21point0-a.wav,21-point 0
voice/numbers/21point0,21point0-b.wav,21-point 0
voice/numbers/21point0,21point0-c.wav,21-point 0
voice/numbers/11point5,11point5-a.wav,11-point 5
voice/numbers/11point5,11point5-b.wav,11-point 5
voice/numbers/11point5,11point5-c.wav,11-point 5
voice/numbers/6point1,6point1-a.wav,6-point 1
voice/numbers/6point1,6point1-b.wav,6-point 1
voice/numbers/6point1,6point1-c.wav,6-point 1
voice/numbers/4point9seconds,4point9seconds-a.wav,4-point 9-seconds
voice/numbers/4point9seconds,4point9seconds-b.wav,4-point 9-seconds
voice/numbers/4point9seconds,4point9seconds-c.wav,4-point 9-seconds
voice/numbers/41point3,41point3-a.wav,41-point 3
voice/numbers/41point3,41point3-b.wav,41-point 3
voice/numbers/41point3,41point3-c.wav,41-point 3
voice/numbers/16point1,16point1-a.wav,16-point 1
voice/numbers/16point1,16point1-b.wav,16-point 1
voice/numbers/16point1,16point1-c.wav,16-point 1
voice/numbers/70,1-a.wav,70
voice/numbers/70,1-b.wav,70
voice/numbers/70,1-c.wav,70
voice/numbers/52point0,52point0-a.wav,52-point 0
voice/numbers/52point0,52point0-b.wav,52-point 0
voice/numbers/52point0,52point0-c.wav,52-point 0
voice/numbers/11point0,11point0-a.wav,11-point 0
voice/numbers/11point0,11point0-b.wav,11-point 0
voice/numbers/11point0,11point0-c.wav,11-point 0
voice/numbers/1point5seconds,1point5seconds-a.wav,1-point 5-seconds
voice/numbers/1point5seconds,1point5seconds-b.wav,1-point 5-seconds
voice/numbers/1point5seconds,1point5seconds-c.wav,1-point 5-seconds
voice/numbers/2point1seconds,2point1seconds-a.wav,2-point 1-seconds
voice/numbers/2point1seconds,2point1seconds-b.wav,2-point 1-seconds
voice/numbers/2point1seconds,2point1seconds-c.wav,2-point 1-seconds
voice/numbers/32point6,32point6-a.wav,32-point 6
voice/numbers/32point6,32point6-b.wav,32-point 6
voice/numbers/32point6,32point6-c.wav,32-point 6
voice/numbers/14,2-a.wav,14
voice/numbers/14,2-b.wav,14
voice/numbers/14,2-c.wav,14
voice/numbers/14,1-a.wav,14
voice/numbers/14,1-b.wav,14
voice/numbers/14,1-c.wav,14
voice/numbers/tenths,1-a.wav,tenths
voice/numbers/tenths,1-b.wav,tenths
voice/numbers/tenths,1-c.wav,tenths
voice/numbers/tenths,2-a.wav,tenths
voice/numbers/tenths,2-b.wav,tenths
voice/numbers/tenths,2-c.wav,tenths
voice/numbers/tenths,3-a.wav,tenths
voice/numbers/tenths,3-b.wav,tenths
voice/numbers/tenths,3-c.wav,tenths
voice/numbers/15point0,15point0-a.wav,15-point 0
voice/numbers/15point0,15point0-b.wav,15-point 0
voice/numbers/15point0,15point0-c.wav,15-point 0
voice/numbers/56point7,56point7-a.wav,56-point 7
voice/numbers/56point7,56point7-b.wav,56-point 7
voice/numbers/56point7,56point7-c.wav,56-point 7
voice/numbers/5point0,5point0-a.wav,5-point 0
voice/numbers/5point0,5point0-b.wav,5-point 0
voice/numbers/5point0,5point0-c.wav,5-point 0
voice/numbers/42,1-a.wav,42
voice/numbers/42,1-b.wav,42
voice/numbers/42,1-c.wav,42
voice/numbers/31point9,31point9-a.wav,31-point 9
voice/numbers/31point9,31point9-b.wav,31-point 9
voice/numbers/31point9,31point9-c.wav,31-point 9
voice/numbers/6point9seconds,6point9seconds-a.wav,6-point 9-seconds
voice/numbers/6point9seconds,6point9seconds-b.wav,6-point 9-seconds
voice/numbers/6point9seconds,6point9seconds-c.wav,6-point 9-seconds
voice/numbers/24point0,24point0-a.wav,24-point 0
voice/numbers/24point0,24point0-b.wav,24-point 0
voice/numbers/24point0,24point0-c.wav,24-point 0
voice/numbers/25point0,25point0-a.wav,25-point 0
voice/numbers/25point0,25point0-b.wav,25-point 0
voice/numbers/25point0,25point0-c.wav,25-point 0
voice/numbers/46point9,46point9-a.wav,46-point 9
voice/numbers/46point9,46point9-b.wav,46-point 9
voice/numbers/46point9,46point9-c.wav,46-point 9
voice/numbers/65,1-a.wav,65
voice/numbers/65,1-b.wav,65
voice/numbers/65,1-c.wav,65
voice/numbers/35point4,35point4-a.wav,35-point 4
voice/numbers/35point4,35point4-b.wav,35-point 4
voice/numbers/35point4,35point4-c.wav,35-point 4
voice/numbers/24,1-a.wav,24
voice/numbers/24,1-b.wav,24
voice/numbers/24,1-c.wav,24
voice/numbers/2_51,2_51-a.wav,2 51
voice/numbers/2_51,2_51-b.wav,2 51
voice/numbers/2_51,2_51-c.wav,2 51
voice/numbers/7point7seconds,7point7seconds-a.wav,7-point 7-seconds
voice/numbers/7point7seconds,7point7seconds-b.wav,7-point 7-seconds
voice/numbers/7point7seconds,7point7seconds-c.wav,7-point 7-seconds
voice/numbers/42point8,42point8-a.wav,42-point 8
voice/numbers/42point8,42point8-b.wav,42-point 8
voice/numbers/42point8,42point8-c.wav,42-point 8
voice/numbers/47point2,47point2-a.wav,47-point 2
voice/numbers/47point2,47point2-b.wav,47-point 2
voice/numbers/47point2,47point2-c.wav,47-point 2
voice/numbers/0point2,0point2-a.wav,0-point 2
voice/numbers/0point2,0point2-b.wav,0-point 2
voice/numbers/0point2,0point2-c.wav,0-point 2
voice/numbers/10point8,10point8-a.wav,10-point 8
voice/numbers/10point8,10point8-b.wav,10-point 8
voice/numbers/10point8,10point8-c.wav,10-point 8
voice/numbers/50point8,50point8-a.wav,50-point 8
voice/numbers/50point8,50point8-b.wav,50-point 8
voice/numbers/50point8,50point8-c.wav,50-point 8
voice/numbers/27point8,27point8-a.wav,27-point 8
voice/numbers/27point8,27point8-b.wav,27-point 8
voice/numbers/27point8,27point8-c.wav,27-point 8
voice/numbers/34point6,34point6-a.wav,34-point 6
voice/numbers/34point6,34point6-b.wav,34-point 6
voice/numbers/34point6,34point6-c.wav,34-point 6
voice/numbers/point91,point91-a.wav,point 91
voice/numbers/point91,point91-b.wav,point 91
voice/numbers/point91,point91-c.wav,point 91
voice/numbers/point09,point09-a.wav,point oh 9
voice/numbers/point09,point09-b.wav,point oh 9
voice/numbers/point09,point09-c.wav,point oh 9
voice/numbers/point35,point35-a.wav,point 35
voice/numbers/point35,point35-b.wav,point 35
voice/numbers/point35,point35-c.wav,point 35
voice/numbers/7point0seconds,7point0seconds-a.wav,7-point 0-seconds
voice/numbers/7point0seconds,7point0seconds-b.wav,7-point 0-seconds
voice/numbers/7point0seconds,7point0seconds-c.wav,7-point 0-seconds
voice/numbers/18point3,18point3-a.wav,18-point 3
voice/numbers/18point3,18point3-b.wav,18-point 3
voice/numbers/18point3,18point3-c.wav,18-point 3
voice/numbers/8point8seconds,8point8seconds-a.wav,8-point 8-seconds
voice/numbers/8point8seconds,8point8seconds-b.wav,8-point 8-seconds
voice/numbers/8point8seconds,8point8seconds-c.wav,8-point 8-seconds
voice/numbers/30point0,30point0-a.wav,30-point 0
voice/numbers/30point0,30point0-b.wav,30-point 0
voice/numbers/30point0,30point0-c.wav,30-point 0
voice/numbers/minute,2-a.wav,minute
voice/numbers/minute,2-b.wav,minute
voice/numbers/minute,2-c.wav,minute
voice/numbers/minute,1-a.wav,minute
voice/numbers/minute,1-b.wav,minute
voice/numbers/minute,1-c.wav,minute
voice/numbers/minute,3-a.wav,minute
voice/numbers/minute,3-b.wav,minute
voice/numbers/minute,3-c.wav,minute
voice/numbers/18point0,18point0-a.wav,18-point 0
voice/numbers/18point0,18point0-b.wav,18-point 0
voice/numbers/18point0,18point0-c.wav,18-point 0
voice/numbers/point51,point51-a.wav,point 51
voice/numbers/point51,point51-b.wav,point 51
voice/numbers/point51,point51-c.wav,point 51
voice/numbers/49point7,49point7-a.wav,49-point 7
voice/numbers/49point7,49point7-b.wav,49-point 7
voice/numbers/49point7,49point7-c.wav,49-point 7
voice/numbers/81,1-a.wav,81
voice/numbers/81,1-b.wav,81
voice/numbers/81,1-c.wav,81
voice/numbers/37point8,37point8-a.wav,37-point 8
voice/numbers/37point8,37point8-b.wav,37-point 8
voice/numbers/37point8,37point8-c.wav,37-point 8
voice/numbers/seconds,1-a.wav,seconds
voice/numbers/seconds,1-b.wav,seconds
voice/numbers/seconds,1-c.wav,seconds
voice/numbers/oh,2-a.wav,oh
voice/numbers/oh,2-b.wav,oh
voice/numbers/oh,2-c.wav,oh
voice/numbers/oh,1-a.wav,oh
voice/numbers/oh,1-b.wav,oh
voice/numbers/oh,1-c.wav,oh
voice/numbers/24point4,24point4-a.wav,24-point 4
voice/numbers/24point4,24point4-b.wav,24-point 4
voice/numbers/24point4,24point4-c.wav,24-point 4
voice/numbers/05,1-a.wav,oh 5
voice/numbers/05,1-b.wav,oh 5
voice/numbers/05,1-c.wav,oh 5
voice/numbers/29point2,29point2-a.wav,29-point 2
voice/numbers/29point2,29point2-b.wav,29-point 2
voice/numbers/29point2,29point2-c.wav,29-point 2
voice/numbers/50point7,50point7-a.wav,50-point 7
voice/numbers/50point7,50point7-b.wav,50-point 7
voice/numbers/50point7,50point7-c.wav,50-point 7
voice/numbers/1_30,1_30-a.wav,1 30
voice/numbers/1_30,1_30-b.wav,1 30
voice/numbers/1_30,1_30-c.wav,1 30
voice/numbers/23point4,23point4-a.wav,23-point 4
voice/numbers/23point4,23point4-b.wav,23-point 4
voice/numbers/23point4,23point4-c.wav,23-point 4
voice/numbers/14point2,14point2-a.wav,14-point 2
voice/numbers/14point2,14point2-b.wav,14-point 2
voice/numbers/14point2,14point2-c.wav,14-point 2
voice/numbers/48point1,48point1-a.wav,48-point 1
voice/numbers/48point1,48point1-b.wav,48-point 1
voice/numbers/48point1,48point1-c.wav,48-point 1
voice/numbers/1_02,1_02-a.wav,1 oh 2
voice/numbers/1_02,1_02-b.wav,1 oh 2
voice/numbers/1_02,1_02-c.wav,1 oh 2
voice/numbers/12point1,12point1-a.wav,12-point 1
voice/numbers/12point1,12point1-b.wav,12-point 1
voice/numbers/12point1,12point1-c.wav,12-point 1
voice/numbers/9point6seconds,9point6seconds-a.wav,9-point 6-seconds
voice/numbers/9point6seconds,9point6seconds-b.wav,9-point 6-seconds
voice/numbers/9point6seconds,9point6seconds-c.wav,9-point 6-seconds
voice/numbers/0,1-a.wav,zero
voice/numbers/0,1-b.wav,zero
voice/numbers/0,1-c.wav,zero
voice/numbers/0,2-a.wav,zero
voice/numbers/0,2-b.wav,zero
voice/numbers/0,2-c.wav,zero
voice/numbers/19point3,19point3-a.wav,19-point 3
voice/numbers/19point3,19point3-b.wav,19-point 3
voice/numbers/19point3,19point3-c.wav,19-point 3
voice/numbers/16point6,16point6-a.wav,16-point 6
voice/numbers/16point6,16point6-b.wav,16-point 6
voice/numbers/16point6,16point6-c.wav,16-point 6
voice/numbers/14point3,14point3-a.wav,14-point 3
voice/numbers/14point3,14point3-b.wav,14-point 3
voice/numbers/14point3,14point3-c.wav,14-point 3
voice/numbers/point17,point17-a.wav,point 17
voice/numbers/point17,point17-b.wav,point 17
voice/numbers/point17,point17-c.wav,point 17
voice/numbers/24point8,24point8-a.wav,24-point 8
voice/numbers/24point8,24point8-b.wav,24-point 8
voice/numbers/24point8,24point8-c.wav,24-point 8
voice/numbers/point31,point31-a.wav,point 31
voice/numbers/point31,point31-b.wav,point 31
voice/numbers/point31,point31-c.wav,point 31
voice/numbers/6point0seconds,6point0seconds-a.wav,6-point 0-seconds
voice/numbers/6point0seconds,6point0seconds-b.wav,6-point 0-seconds
voice/numbers/6point0seconds,6point0seconds-c.wav,6-point 0-seconds
voice/numbers/69,1-a.wav,69
voice/numbers/69,1-b.wav,69
voice/numbers/69,1-c.wav,69
voice/numbers/38point3,38point3-a.wav,38-point 3
voice/numbers/38point3,38point3-b.wav,38-point 3
voice/numbers/38point3,38point3-c.wav,38-point 3
voice/numbers/point00,point00-a.wav,point oh 0
voice/numbers/point00,point00-b.wav,point oh 0
voice/numbers/point00,point00-c.wav,point oh 0
voice/numbers/41point5,41point5-a.wav,41-point 5
voice/numbers/41point5,41point5-b.wav,41-point 5
voice/numbers/41point5,41point5-c.wav,41-point 5
voice/numbers/5point7seconds,5point7seconds-a.wav,5-point 7-seconds
voice/numbers/5point7seconds,5point7seconds-b.wav,5-point 7-seconds
voice/numbers/5point7seconds,5point7seconds-c.wav,5-point 7-seconds
voice/numbers/1point7seconds,1point7seconds-a.wav,1-point 7-seconds
voice/numbers/1point7seconds,1point7seconds-b.wav,1-point 7-seconds
voice/numbers/1point7seconds,1point7seconds-c.wav,1-point 7-seconds
voice/numbers/39point4,39point4-a.wav,39-point 4
voice/numbers/39point4,39point4-b.wav,39-point 4
voice/numbers/39point4,39point4-c.wav,39-point 4
voice/numbers/58point3,58point3-a.wav,58-point 3
voice/numbers/58point3,58point3-b.wav,58-point 3
voice/numbers/58point3,58point3-c.wav,58-point 3
voice/numbers/3point2,3point2-a.wav,3-point 2
voice/numbers/3point2,3point2-b.wav,3-point 2
voice/numbers/3point2,3point2-c.wav,3-point 2
voice/numbers/2_25,2_25-a.wav,2 25
voice/numbers/2_25,2_25-b.wav,2 25
voice/numbers/2_25,2_25-c.wav,2 25
voice/numbers/8point7,8point7-a.wav,8-point 7
voice/numbers/8point7,8point7-b.wav,8-point 7
voice/numbers/8point7,8point7-c.wav,8-point 7
voice/numbers/point78,point78-a.wav,point 78
voice/numbers/point78,point78-b.wav,point 78
voice/numbers/point78,point78-c.wav,point 78
voice/numbers/2point9,2point9-a.wav,2-point 9
voice/numbers/2point9,2point9-b.wav,2-point 9
voice/numbers/2point9,2point9-c.wav,2-point 9
voice/numbers/point53,point53-a.wav,point 53
voice/numbers/point53,point53-b.wav,point 53
voice/numbers/point53,point53-c.wav,point 53
voice/numbers/86,1-a.wav,86
voice/numbers/86,1-b.wav,86
voice/numbers/86,1-c.wav,86
voice/numbers/23point5,23point5-a.wav,23-point 5
voice/numbers/23point5,23point5-b.wav,23-point 5
voice/numbers/23point5,23point5-c.wav,23-point 5
voice/numbers/1_26,1_26-a.wav,1 26
voice/numbers/1_26,1_26-b.wav,1 26
voice/numbers/1_26,1_26-c.wav,1 26
voice/numbers/48point3,48point3-a.wav,48-point 3
voice/numbers/48point3,48point3-b.wav,48-point 3
voice/numbers/48point3,48point3-c.wav,48-point 3
voice/numbers/17,1-a.wav,17
voice/numbers/17,1-b.wav,17
voice/numbers/17,1-c.wav,17
voice/numbers/17,2-a.wav,17
voice/numbers/17,2-b.wav,17
voice/numbers/17,2-c.wav,17
voice/numbers/46point7,46point7-a.wav,46-point 7
voice/numbers/46point7,46point7-b.wav,46-point 7
voice/numbers/46point7,46point7-c.wav,46-point 7
voice/numbers/1_27,1_27-a.wav,1 27
voice/numbers/1_27,1_27-b.wav,1 27
voice/numbers/1_27,1_27-c.wav,1 27
voice/numbers/12point7,12point7-a.wav,12-point 7
voice/numbers/12point7,12point7-b.wav,12-point 7
voice/numbers/12point7,12point7-c.wav,12-point 7
voice/numbers/5point3,5point3-a.wav,5-point 3
voice/numbers/5point3,5point3-b.wav,5-point 3
voice/numbers/5point3,5point3-c.wav,5-point 3
voice/numbers/30point2,30point2-a.wav,30-point 2
voice/numbers/30point2,30point2-b.wav,30-point 2
voice/numbers/30point2,30point2-c.wav,30-point 2
voice/numbers/5point2seconds,5point2seconds-a.wav,5-point 2-seconds
voice/numbers/5point2seconds,5point2seconds-b.wav,5-point 2-seconds
voice/numbers/5point2seconds,5point2seconds-c.wav,5-point 2-seconds
voice/numbers/3point4,3point4-a.wav,3-point 4
voice/numbers/3point4,3point4-b.wav,3-point 4
voice/numbers/3point4,3point4-c.wav,3-point 4
voice/numbers/8point1,8point1-a.wav,8-point 1
voice/numbers/8point1,8point1-b.wav,8-point 1
voice/numbers/8point1,8point1-c.wav,8-point 1
voice/numbers/point46,point46-a.wav,point 46
voice/numbers/point46,point46-b.wav,point 46
voice/numbers/point46,point46-c.wav,point 46
voice/numbers/3point8seconds,3point8seconds-a.wav,3-point 8-seconds
voice/numbers/3point8seconds,3point8seconds-b.wav,3-point 8-seconds
voice/numbers/3point8seconds,3point8seconds-c.wav,3-point 8-seconds
voice/numbers/18point7,18point7-a.wav,18-point 7
voice/numbers/18point7,18point7-b.wav,18-point 7
voice/numbers/18point7,18point7-c.wav,18-point 7
voice/numbers/16point2,16point2-a.wav,16-point 2
voice/numbers/16point2,16point2-b.wav,16-point 2
voice/numbers/16point2,16point2-c.wav,16-point 2
voice/numbers/48point5,48point5-a.wav,48-point 5
voice/numbers/48point5,48point5-b.wav,48-point 5
voice/numbers/48point5,48point5-c.wav,48-point 5
voice/numbers/90,1-a.wav,90
voice/numbers/90,1-b.wav,90
voice/numbers/90,1-c.wav,90
voice/numbers/6point8,6point8-a.wav,6-point 8
voice/numbers/6point8,6point8-b.wav,6-point 8
voice/numbers/6point8,6point8-c.wav,6-point 8
voice/numbers/56point8,56point8-a.wav,56-point 8
voice/numbers/56point8,56point8-b.wav,56-point 8
voice/numbers/56point8,56point8-c.wav,56-point 8
voice/numbers/27point9,27point9-a.wav,27-point 9
voice/numbers/27point9,27point9-b.wav,27-point 9
voice/numbers/27point9,27point9-c.wav,27-point 9
voice/numbers/14point0,14point0-a.wav,14-point 0
voice/numbers/14point0,14point0-b.wav,14-point 0
voice/numbers/14point0,14point0-c.wav,14-point 0
voice/numbers/point8seconds,1-a.wav,point 8-seconds
voice/numbers/point8seconds,1-b.wav,point 8-seconds
voice/numbers/point8seconds,1-c.wav,point 8-seconds
voice/numbers/point74,point74-a.wav,point 74
voice/numbers/point74,point74-b.wav,point 74
voice/numbers/point74,point74-c.wav,point 74
voice/numbers/13point6,13point6-a.wav,13-point 6
voice/numbers/13point6,13point6-b.wav,13-point 6
voice/numbers/13point6,13point6-c.wav,13-point 6
voice/numbers/01,1-a.wav,oh 1
voice/numbers/01,1-b.wav,oh 1
voice/numbers/01,1-c.wav,oh 1
voice/numbers/21point8,21point8-a.wav,21-point 8
voice/numbers/21point8,21point8-b.wav,21-point 8
voice/numbers/21point8,21point8-c.wav,21-point 8
voice/numbers/3point9,3point9-a.wav,3-point 9
voice/numbers/3point9,3point9-b.wav,3-point 9
voice/numbers/3point9,3point9-c.wav,3-point 9
voice/numbers/41point7,41point7-a.wav,41-point 7
voice/numbers/41point7,41point7-b.wav,41-point 7
voice/numbers/41point7,41point7-c.wav,41-point 7
voice/numbers/27point3,27point3-a.wav,27-point 3
voice/numbers/27point3,27point3-b.wav,27-point 3
voice/numbers/27point3,27point3-c.wav,27-point 3
voice/numbers/11point8,11point8-a.wav,11-point 8
voice/numbers/11point8,11point8-b.wav,11-point 8
voice/numbers/11point8,11point8-c.wav,11-point 8
voice/numbers/2_52,2_52-a.wav,2 52
voice/numbers/2_52,2_52-b.wav,2 52
voice/numbers/2_52,2_52-c.wav,2 52
voice/numbers/57point0,57point0-a.wav,57-point 0
voice/numbers/57point0,57point0-b.wav,57-point 0
voice/numbers/57point0,57point0-c.wav,57-point 0
voice/numbers/29point9,29point9-a.wav,29-point 9
voice/numbers/29point9,29point9-b.wav,29-point 9
voice/numbers/29point9,29point9-c.wav,29-point 9
voice/numbers/1_11,1_11-a.wav,1 11
voice/numbers/1_11,1_11-b.wav,1 11
voice/numbers/1_11,1_11-c.wav,1 11
voice/numbers/28point4,28point4-a.wav,28-point 4
voice/numbers/28point4,28point4-b.wav,28-point 4
voice/numbers/28point4,28point4-c.wav,28-point 4
voice/numbers/18point1,18point1-a.wav,18-point 1
voice/numbers/18point1,18point1-b.wav,18-point 1
voice/numbers/18point1,18point1-c.wav,18-point 1
voice/numbers/34point3,34point3-a.wav,34-point 3
voice/numbers/34point3,34point3-b.wav,34-point 3
voice/numbers/34point3,34point3-c.wav,34-point 3
voice/numbers/28,1-a.wav,28
voice/numbers/28,1-b.wav,28
voice/numbers/28,1-c.wav,28
voice/numbers/point18,point18-a.wav,point 18
voice/numbers/point18,point18-b.wav,point 18
voice/numbers/point18,point18-c.wav,point 18
voice/numbers/53point9,53point9-a.wav,53-point 9
voice/numbers/53point9,53point9-b.wav,53-point 9
voice/numbers/53point9,53point9-c.wav,53-point 9
voice/numbers/1_23,1_23-a.wav,1 23
voice/numbers/1_23,1_23-b.wav,1 23
voice/numbers/1_23,1_23-c.wav,1 23
voice/numbers/57point3,57point3-a.wav,57-point 3
voice/numbers/57point3,57point3-b.wav,57-point 3
voice/numbers/57point3,57point3-c.wav,57-point 3
voice/numbers/1_59,1_59-a.wav,1 59
voice/numbers/1_59,1_59-b.wav,1 59
voice/numbers/1_59,1_59-c.wav,1 59
voice/numbers/33point3,33point3-a.wav,33-point 3
voice/numbers/33point3,33point3-b.wav,33-point 3
voice/numbers/33point3,33point3-c.wav,33-point 3
voice/numbers/37point7,37point7-a.wav,37-point 7
voice/numbers/37point7,37point7-b.wav,37-point 7
voice/numbers/37point7,37point7-c.wav,37-point 7
voice/numbers/12point4,12point4-a.wav,12-point 4
voice/numbers/12point4,12point4-b.wav,12-point 4
voice/numbers/12point4,12point4-c.wav,12-point 4
voice/numbers/2_13,2_13-a.wav,2 13
voice/numbers/2_13,2_13-b.wav,2 13
voice/numbers/2_13,2_13-c.wav,2 13
voice/numbers/1point3seconds,1point3seconds-a.wav,1-point 3-seconds
voice/numbers/1point3seconds,1point3seconds-b.wav,1-point 3-seconds
voice/numbers/1point3seconds,1point3seconds-c.wav,1-point 3-seconds
voice/numbers/53point4,53point4-a.wav,53-point 4
voice/numbers/53point4,53point4-b.wav,53-point 4
voice/numbers/53point4,53point4-c.wav,53-point 4
voice/numbers/44point8,44point8-a.wav,44-point 8
voice/numbers/44point8,44point8-b.wav,44-point 8
voice/numbers/44point8,44point8-c.wav,44-point 8
voice/numbers/25point7,25point7-a.wav,25-point 7
voice/numbers/25point7,25point7-b.wav,25-point 7
voice/numbers/25point7,25point7-c.wav,25-point 7
voice/numbers/1_01,1_01-a.wav,1 oh 1
voice/numbers/1_01,1_01-b.wav,1 oh 1
voice/numbers/1_01,1_01-c.wav,1 oh 1
voice/numbers/20point1,20point1-a.wav,20-point 1
voice/numbers/20point1,20point1-b.wav,20-point 1
voice/numbers/20point1,20point1-c.wav,20-point 1
voice/numbers/1_24,1_24-a.wav,1 24
voice/numbers/1_24,1_24-b.wav,1 24
voice/numbers/1_24,1_24-c.wav,1 24
voice/numbers/4point3seconds,4point3seconds-a.wav,4-point 3-seconds
voice/numbers/4point3seconds,4point3seconds-b.wav,4-point 3-seconds
voice/numbers/4point3seconds,4point3seconds-c.wav,4-point 3-seconds
voice/numbers/28point2,28point2-a.wav,28-point 2
voice/numbers/28point2,28point2-b.wav,28-point 2
voice/numbers/28point2,28point2-c.wav,28-point 2
voice/numbers/30point7,30point7-a.wav,30-point 7
voice/numbers/30point7,30point7-b.wav,30-point 7
voice/numbers/30point7,30point7-c.wav,30-point 7
voice/numbers/02,2-a.wav,oh 2
voice/numbers/02,2-b.wav,oh 2
voice/numbers/02,2-c.wav,oh 2
voice/numbers/8,3-a.wav,8
voice/numbers/8,3-b.wav,8
voice/numbers/8,3-c.wav,8
voice/numbers/8,5-a.wav,8
voice/numbers/8,5-b.wav,8
voice/numbers/8,5-c.wav,8
voice/numbers/8,4-a.wav,8
voice/numbers/8,4-b.wav,8
voice/numbers/8,4-c.wav,8
voice/numbers/38point5,38point5-a.wav,38-point 5
voice/numbers/38point5,38point5-b.wav,38-point 5
voice/numbers/38point5,38point5-c.wav,38-point 5
voice/numbers/30point1,30point1-a.wav,30-point 1
voice/numbers/30point1,30point1-b.wav,30-point 1
voice/numbers/30point1,30point1-c.wav,30-point 1
voice/numbers/3point6,3point6-a.wav,3-point 6
voice/numbers/3point6,3point6-b.wav,3-point 6
voice/numbers/3point6,3point6-c.wav,3-point 6
voice/numbers/47point4,47point4-a.wav,47-point 4
voice/numbers/47point4,47point4-b.wav,47-point 4
voice/numbers/47point4,47point4-c.wav,47-point 4
voice/numbers/1_16,1_16-a.wav,1 16
voice/numbers/1_16,1_16-b.wav,1 16
voice/numbers/1_16,1_16-c.wav,1 16
voice/numbers/point96,point96-a.wav,point 96
voice/numbers/point96,point96-b.wav,point 96
voice/numbers/point96,point96-c.wav,point 96
voice/numbers/11point2,11point2-a.wav,11-point 2
voice/numbers/11point2,11point2-b.wav,11-point 2
voice/numbers/11point2,11point2-c.wav,11-point 2
voice/numbers/8point4,8point4-a.wav,8-point 4
voice/numbers/8point4,8point4-b.wav,8-point 4
voice/numbers/8point4,8point4-c.wav,8-point 4
voice/numbers/46point3,46point3-a.wav,46-point 3
voice/numbers/46point3,46point3-b.wav,46-point 3
voice/numbers/46point3,46point3-c.wav,46-point 3
voice/numbers/34point0,34point0-a.wav,34-point 0
voice/numbers/34point0,34point0-b.wav,34-point 0
voice/numbers/34point0,34point0-c.wav,34-point 0
voice/numbers/4point8seconds,4point8seconds-a.wav,4-point 8-seconds
voice/numbers/4point8seconds,4point8seconds-b.wav,4-point 8-seconds
voice/numbers/4point8seconds,4point8seconds-c.wav,4-point 8-seconds
voice/numbers/36point0,36point0-a.wav,36-point 0
voice/numbers/36point0,36point0-b.wav,36-point 0
voice/numbers/36point0,36point0-c.wav,36-point 0
voice/numbers/17point2,17point2-a.wav,17-point 2
voice/numbers/17point2,17point2-b.wav,17-point 2
voice/numbers/17point2,17point2-c.wav,17-point 2
voice/numbers/point3seconds,1-a.wav,point 3-seconds
voice/numbers/point3seconds,1-b.wav,point 3-seconds
voice/numbers/point3seconds,1-c.wav,point 3-seconds
voice/numbers/55point6,55point6-a.wav,55-point 6
voice/numbers/55point6,55point6-b.wav,55-point 6
voice/numbers/55point6,55point6-c.wav,55-point 6
voice/numbers/78,1-a.wav,78
voice/numbers/78,1-b.wav,78
voice/numbers/78,1-c.wav,78
voice/numbers/59point2,59point2-a.wav,59-point 2
voice/numbers/59point2,59point2-b.wav,59-point 2
voice/numbers/59point2,59point2-c.wav,59-point 2
voice/numbers/50point9,50point9-a.wav,50-point 9
voice/numbers/50point9,50point9-b.wav,50-point 9
voice/numbers/50point9,50point9-c.wav,50-point 9
voice/numbers/1_33,1_33-a.wav,1 33
voice/numbers/1_33,1_33-b.wav,1 33
voice/numbers/1_33,1_33-c.wav,1 33
voice/numbers/44point4,44point4-a.wav,44-point 4
voice/numbers/44point4,44point4-b.wav,44-point 4
voice/numbers/44point4,44point4-c.wav,44-point 4
voice/numbers/84,1-a.wav,84
voice/numbers/84,1-b.wav,84
voice/numbers/84,1-c.wav,84
voice/numbers/2_44,2_44-a.wav,2 44
voice/numbers/2_44,2_44-b.wav,2 44
voice/numbers/2_44,2_44-c.wav,2 44
voice/numbers/1_25,1_25-a.wav,1 25
voice/numbers/1_25,1_25-b.wav,1 25
